0,0,0.8756947380663467
0,300000,0.015760785992851647
0,364800,0.0013487537197032716
0,441600,0.0012659226658189567
0,518400,0.001792494846118198
0,595200,0.0008760523564587999
0,672000,0.0010259467627898896
0,748800,0.0009780855323586678
0,825600,0.0007119555968049269
0,883200,0.0005475395371051005
0,960000,0.00032678652341746527
0,1036800,0.0004379677697570521
0,1094400,0.0004066011023019115
0,1171200,0.05191323639727828
0,1248000,0.0016481739095758321
0,1324800,0.0011902460054812737
0,1401600,0.0011118410184854778
0,1478400,0.0008308363825959673
0,1555200,0.000873521321037421
0,1670400,0.0009254062489770013
0,1747200,0.0006881249249270905
0,1824000,0.0008418093945017502
0,1900800,0.0388031739253071
1,0,0.7998099953024926
1,300000,0.007001848543706647
1,345600,0.0018218574527788531
1,422400,0.0018518015484479359
1,499200,0.0010032816652696221
1,576000,0.0005482715904538625
1,652800,0.0006533264331449322
1,729600,0.0004737682919966587
1,806400,0.00041444860999852954
1,902400,0.0003963912948800899
1,979200,0.0005644650251435606
1,1056000,0.000694059229441857
1,1132800,0.017015416347176904
1,1190400,0.0007973670087598474
1,1267200,0.0005792904026813613
1,1344000,0.0007048479301381679
1,1420800,0.00047209910653240716
1,1497600,0.00037297597258202837
1,1574400,0.002950849805355261
1,1651200,0.005798596910123844
1,1728000,0.009155139241184836
1,1804800,0.00898664237367466
1,1881600,0.006921966470420488
1,1958400,0.005736899353017068
1,2035200,0.004529774586313461
1,2112000,0.0038646755937743397
1,2208000,0.004203034789983635
1,2265600,0.002460908846330043
1,2323200,0.0027076160056047336
1,2342400,0.0006291037753491906
1,2361600,0.0007969153162936774
1,2457600,0.10608236517694886
