0,0,0.8568014756783895
0,300000,0.05240489675061286
0,364800,0.003277586191960913
0,441600,0.0022170465382951856
0,518400,0.0025783697832878947
0,595200,0.004405517941999678
0,672000,0.015254177018910672
0,748800,0.00612194378367259
0,825600,0.0025019959196044307
0,883200,0.0013826231671776276
0,960000,0.0016175498708418644
0,1036800,0.001696000480035864
0,1094400,0.001572575682724214
0,1171200,0.020889961963118066
0,1248000,0.0017962012829205588
0,1324800,0.0013458499779977358
0,1401600,0.0009841027877006622
0,1478400,0.0006982342675943083
0,1555200,0.0005598630205300631
0,1670400,0.0004735811874471119
0,1747200,0.00036614621793305656
0,1824000,0.0002609363767070929
0,1900800,0.020793364110537872
1,0,0.871977394038983
1,300000,0.02377032139978015
1,345600,0.0036487732448433853
1,422400,0.008298094847174652
1,499200,0.026938063782902956
1,576000,0.012880702078919665
1,652800,0.0029730293102841056
1,729600,0.0011636986567609424
1,806400,0.000757835180202743
1,902400,0.000794911019633438
1,979200,0.0005036260014572344
1,1056000,0.0004033150905783146
1,1132800,0.009097255925161677
1,1190400,0.0003177050944307953
1,1267200,0.00018796173588011766
1,1344000,0.0002246984188479708
1,1420800,0.00016758288979215773
1,1497600,0.00011972174727036084
1,1574400,0.0012198449978238688
1,1651200,0.0024764255021699905
1,1728000,0.0026373512628043924
1,1804800,0.0011063517237748014
1,1881600,0.0008997917149503174
1,1958400,0.0006825888958299127
1,2035200,0.0005754612873701257
1,2112000,0.0006215854292169753
1,2208000,0.0007006807893103811
1,2265600,0.0005186813820215748
1,2323200,0.00038661220876123735
1,2342400,0.000131342576694102
1,2361600,0.00013994573562728564
1,2457600,0.023678646030741757
